Curve,x,y,Model
ROC,0.08570514870482891,0.6800699300699301,Logistic regression
ROC,0.08730412535976975,0.6800699300699301,Logistic regression
ROC,0.08730412535976975,0.6818181818181818,Logistic regression
ROC,0.08762392069075792,0.6818181818181818,Logistic regression
ROC,0.08762392069075792,0.6835664335664335,Logistic regression
ROC,0.09050207866965142,0.6835664335664335,Logistic regression
ROC,0.09050207866965142,0.6853146853146853,Logistic regression
ROC,0.0908218740006396,0.6853146853146853,Logistic regression
ROC,0.0908218740006396,0.6888111888111889,Logistic regression
ROC,0.0927406459865686,0.6888111888111889,Logistic regression
ROC,0.0927406459865686,0.6905594405594405,Logistic regression
ROC,0.09306044131755677,0.6905594405594405,Logistic regression
ROC,0.09306044131755677,0.6923076923076923,Logistic regression
ROC,0.0937000319795331,0.6923076923076923,Logistic regression
ROC,0.0937000319795331,0.6958041958041958,Logistic regression
ROC,0.0946594179724976,0.6958041958041958,Logistic regression
ROC,0.0946594179724976,0.6975524475524476,Logistic regression
ROC,0.09497921330348577,0.6975524475524476,Logistic regression
ROC,0.09497921330348577,0.6993006993006993,Logistic regression
ROC,0.09593859929645027,0.6993006993006993,Logistic regression
ROC,0.09593859929645027,0.701048951048951,Logistic regression
ROC,0.09721778062040294,0.701048951048951,Logistic regression
ROC,0.09721778062040294,0.7045454545454546,Logistic regression
ROC,0.09817716661336745,0.7045454545454546,Logistic regression
ROC,0.09817716661336745,0.7062937062937062,Logistic regression
ROC,0.09977614326830828,0.7062937062937062,Logistic regression
ROC,0.09977614326830828,0.708041958041958,Logistic regression
ROC,0.10009593859929646,0.708041958041958,Logistic regression
ROC,0.10009593859929646,0.7115384615384616,Logistic regression
ROC,0.1016949152542373,0.7115384615384616,Logistic regression
ROC,0.1016949152542373,0.7132867132867133,Logistic regression
ROC,0.10329389190917812,0.7132867132867133,Logistic regression
ROC,0.10329389190917812,0.7167832167832168,Logistic regression
ROC,0.11096897985289415,0.7167832167832168,Logistic regression
ROC,0.11096897985289415,0.7185314685314685,Logistic regression
ROC,0.11128877518388232,0.7185314685314685,Logistic regression
ROC,0.11128877518388232,0.722027972027972,Logistic regression
ROC,0.11480652382475216,0.722027972027972,Logistic regression
ROC,0.11480652382475216,0.7272727272727273,Logistic regression
ROC,0.1154461144867285,0.7272727272727273,Logistic regression
ROC,0.1154461144867285,0.7290209790209791,Logistic regression
ROC,0.11704509114166933,0.7290209790209791,Logistic regression
ROC,0.11704509114166933,0.7307692307692307,Logistic regression
ROC,0.1173648864726575,0.7307692307692307,Logistic regression
ROC,0.1173648864726575,0.7325174825174825,Logistic regression
ROC,0.1192836584585865,0.7325174825174825,Logistic regression
ROC,0.1192836584585865,0.7342657342657343,Logistic regression
ROC,0.11960345378957467,0.7342657342657343,Logistic regression
ROC,0.11960345378957467,0.736013986013986,Logistic regression
ROC,0.11992324912056283,0.736013986013986,Logistic regression
ROC,0.11992324912056283,0.7377622377622378,Logistic regression
ROC,0.12152222577550367,0.7377622377622378,Logistic regression
ROC,0.12152222577550367,0.7395104895104895,Logistic regression
ROC,0.12248161176846818,0.7395104895104895,Logistic regression
ROC,0.12248161176846818,0.7412587412587412,Logistic regression
ROC,0.12535976974736168,0.7412587412587412,Logistic regression
ROC,0.12535976974736168,0.743006993006993,Logistic regression
ROC,0.12567956507834985,0.743006993006993,Logistic regression
ROC,0.12567956507834985,0.7447552447552448,Logistic regression
